edsNotification,jsm-fe-backconn-lubet-3,17934,1512,0,22,1968031,0,185618509,0,0,0,9579216,152839,9635291,132297544,1690158
edsNotification,jsm-fe-backconn-sgsin-1,25148,393,0,4,253760,0,40232944,0,0,0,1357447,130977,9657184,133713965,274065
edsNotification,jsm-fe-backconn-usnyc-2,6751,0,0,0,0,0,0,0,0,0,0,9788167,0,133988185,0
edsNotification,jsm-fe-backconn-usnyc-2,6771,0,0,0,0,0,0,0,0,0,0,9788168,0,133988189,0
edsNotification,jsm-fe-backconn-uslax-0,3653,441,0,6,429158,0,51052503,0,0,0,2211773,457776,9330445,133086966,901889
edsNotification,jsm-fe-backconn-uslax-2,25324,456,0,2,429496,0,50099313,0,0,0,2229734,416133,9372079,133163925,824866
edsNotification,jsm-fe-backconn-lubet-1,11396,0,0,0,0,0,0,0,0,0,0,9788243,0,133989075,0
edsNotification,jsm-fe-backconn-lubet-5,432,1238,0,28,1752270,0,154016957,0,0,0,9234353,89270,9698919,132150312,1838234
edsNotification,jsm-fe-backconn-lubet-1,11423,0,0,0,0,0,0,0,0,0,0,9788243,0,133989075,0
edsNotification,jsm-fe-backconn-uslax-1,3217,403,0,8,418670,0,44955566,0,0,0,2055555,712018,9076212,133284799,704180
edsNotification,jsm-fe-backconn-lubet-1,11404,0,0,0,0,0,0,0,0,0,0,9788243,0,133989066,0
edsNotification,jsm-fe-backconn-usnyc-2,6745,601,0,2,636000,0,66255790,0,0,0,3105557,435625,9352543,133064259,923933
edsNotification,jsm-fe-backconn-lubet-1,11410,0,0,0,0,0,0,0,0,0,0,9788243,0,133989068,0
edsNotification,jsm-fe-backconn-lubet-2,18471,0,0,0,0,0,0,0,0,0,0,9788167,0,133988162,0
edsNotification,jsm-fe-backconn-lubet-2,18473,0,0,0,0,0,0,0,0,0,0,9788168,0,133988182,0
edsNotification,jsm-fe-backconn-lubet-2,18461,0,0,0,0,0,0,0,0,0,0,9788169,0,133988189,0
edsNotification,jsm-fe-backconn-uslax-2,25323,477,0,2,451062,0,57283116,0,0,0,2223488,602944,9185240,133201088,787363
edsNotification,jsm-fe-backconn-lubet-3,17928,1263,0,26,1929163,0,173092323,0,0,0,9328757,142171,9645994,132181277,1806836
edsNotification,jsm-fe-backconn-lubet-1,11383,1208,0,26,1788749,0,147832306,0,0,0,9303310,141342,9646902,132297516,1691585
edsNotification,jsm-fe-backconn-uslax-2,25330,417,0,4,421258,0,44183280,0,0,0,2056941,563733,9224482,133305646,683183
edsNotification,jsm-fe-backconn-sgsin-1,25141,399,0,4,231573,0,40429435,0,0,0,1274890,158870,9629295,133775085,213030
edsNotification,jsm-fe-backconn-usnyc-1,2026,644,0,10,690360,0,66830895,0,0,0,3411988,335099,9453154,132998042,991149
edsNotification,jsm-fe-backconn-lubet-3,17953,0,0,0,0,0,0,0,0,0,0,9788167,0,133988138,0
edsNotification,jsm-fe-backconn-usnyc-2,6742,640,0,8,662773,0,63587904,0,0,0,3310882,385016,9403156,133048616,939586
edsNotification,jsm-fe-backconn-usnyc-1,2025,637,0,6,639673,0,65242467,0,0,0,3203615,447257,9340969,133069045,919809
edsNotification,jsm-fe-backconn-lubet-4,24437,1299,0,11,1791724,0,149288248,0,0,0,9177898,129030,9659109,132256137,1731610
edsNotification,jsm-fe-backconn-lubet-3,17962,0,0,0,0,0,0,0,0,0,0,9788166,0,133988160,0
edsNotification,jsm-fe-backconn-usnyc-4,2535,616,0,4,654065,0,66579815,0,0,0,3192790,535863,9252357,133061811,927091
edsNotification,jsm-fe-backconn-usnyc-1,2019,601,0,3,658143,0,67865024,0,0,0,3194448,477164,9311090,133056037,933195
edsNotification,jsm-fe-backconn-lubet-4,24429,1169,0,12,1788613,0,149545826,0,0,0,8934792,129252,9658889,132262774,1725028
edsNotification,jsm-fe-backconn-usnyc-3,7096,687,0,8,676015,0,69118033,0,0,0,3303181,321608,9466611,132997659,991225
edsNotification,jsm-fe-backconn-lubet-1,11384,1434,0,15,1765616,0,157675567,0,0,0,9167367,144556,9643693,132304087,1685039
edsNotification,jsm-fe-backconn-uslax-2,25339,0,0,0,0,0,0,0,0,0,0,9788220,0,133988882,0
edsNotification,jsm-fe-backconn-uslax-2,25347,0,0,0,0,0,0,0,0,0,0,9788220,0,133988883,0
edsNotification,jsm-fe-backconn-uslax-2,25353,0,0,0,0,0,0,0,0,0,0,9788220,0,133988910,0
edsNotification,jsm-fe-backconn-lubet-0,23679,1153,0,21,1788233,0,151182250,0,0,0,9283056,100004,9688250,132482938,1506287
edsNotification,jsm-fe-backconn-uslax-1,3218,524,0,6,461258,0,57356630,0,0,0,2296563,474492,9313748,133288290,700804
edsNotification,jsm-fe-backconn-usnyc-2,6743,606,0,2,654669,0,67234861,0,0,0,3148528,510321,9277857,133047020,941274
edsNotification,jsm-fe-backconn-usnyc-5,5269,0,0,0,0,0,0,0,0,0,0,9788223,0,133988912,0
edsNotification,jsm-fe-backconn-usnyc-4,2534,573,0,3,655391,0,64054989,0,0,0,3305302,415952,9372275,133042509,946430
edsNotification,jsm-fe-backconn-lubet-0,23672,1239,0,31,1859684,0,152564601,0,0,0,9875813,140679,9647579,132188276,1800969
edsNotification,jsm-fe-backconn-usnyc-5,5256,0,0,0,0,0,0,0,0,0,0,9788224,0,133988913,0
edsNotification,jsm-fe-backconn-usnyc-3,7098,0,0,0,0,0,0,0,0,0,0,9788196,0,133988586,0
edsNotification,jsm-fe-backconn-usnyc-1,2018,684,0,10,665713,0,62625414,0,0,0,3348926,364186,9424076,133035130,954157
edsNotification,jsm-fe-backconn-usnyc-3,7089,589,0,4,635078,0,65224140,0,0,0,3177225,349797,9438428,133062318,926613
edsNotification,jsm-fe-backconn-uslax-0,3672,0,0,0,0,0,0,0,0,0,0,9788234,0,133988989,0
edsNotification,jsm-fe-backconn-uslax-0,3694,0,0,0,0,0,0,0,0,0,0,9788237,0,133988998,0
edsNotification,jsm-fe-backconn-lubet-4,24430,1084,0,15,1719388,0,148674149,0,0,0,9162661,161235,9626943,132341487,1646698
edsNotification,jsm-fe-backconn-uslax-0,3686,0,0,0,0,0,0,0,0,0,0,9788236,0,133988993,0
edsNotification,jsm-fe-backconn-sgsin-0,15463,417,0,2,248486,0,37438563,0,0,0,1265565,145962,9642226,133742236,246245
edsNotification,jsm-fe-backconn-lubet-5,425,1251,0,23,1931147,0,170653435,0,0,0,9717796,169047,9619161,132235846,1752875
edsNotification,jsm-fe-backconn-usnyc-3,7100,0,0,0,0,0,0,0,0,0,0,9788234,0,133988965,0
edsNotification,jsm-fe-backconn-usnyc-3,7101,0,0,0,0,0,0,0,0,0,0,9788234,0,133988964,0
edsNotification,jsm-fe-backconn-uslax-0,3652,482,0,4,452498,0,56531341,0,0,0,2246896,525119,9263122,133181217,807783
edsNotification,jsm-fe-backconn-usnyc-4,2541,614,0,3,636454,0,67769855,0,0,0,3232595,462842,9325396,133058186,930816
edsNotification,jsm-fe-backconn-sgsin-0,15469,473,0,2,272788,0,42731029,0,0,0,1526521,135370,9652052,133707456,271702
edsNotification,jsm-fe-backconn-uslax-0,3660,537,0,7,467334,0,55695658,0,0,0,2270594,403855,9384387,133274867,714169
edsNotification,jsm-fe-backconn-uslax-1,3210,564,0,1,450545,0,57305448,0,0,0,2241180,611859,9176393,133195461,793708
edsNotification,jsm-fe-backconn-usnyc-3,7082,589,0,14,658570,0,63848058,0,0,0,3328040,379603,9408633,133045400,943608
edsNotification,jsm-fe-backconn-sgsin-0,15470,380,0,3,248327,0,38564700,0,0,0,1374924,170100,9618095,133714984,273552
edsNotification,jsm-fe-backconn-sgsin-0,15462,404,0,12,235182,0,42100489,0,0,0,1258527,121414,9666782,133764770,223774
edsNotification,jsm-fe-backconn-usnyc-0,13641,0,0,0,0,0,0,0,0,0,0,9788276,0,133989400,0
edsNotification,jsm-fe-backconn-lubet-2,18450,1259,0,19,2153213,0,167539834,0,0,0,9131067,161740,9626449,132372244,1616089
edsNotification,jsm-fe-backconn-uslax-2,25337,485,0,6,466365,0,68638228,0,0,0,2432788,150354,9637883,133309635,679382
edsNotification,jsm-fe-backconn-usnyc-0,13628,0,0,0,0,0,0,0,0,0,0,9788278,0,133989417,0
edsNotification,jsm-fe-backconn-usnyc-4,2542,610,0,10,671223,0,62627005,0,0,0,3362525,330791,9457450,133026218,962834
edsNotification,jsm-fe-backconn-uslax-1,3211,399,0,2,427757,0,50727160,0,0,0,2190664,536958,9251296,133152348,836865
edsNotification,jsm-fe-backconn-usnyc-0,13614,564,0,4,635088,0,64341033,0,0,0,3197924,406376,9381868,133084724,904323
edsNotification,jsm-fe-backconn-lubet-0,23680,1226,0,13,2099300,0,186145601,0,0,0,9311836,743,9787527,132385041,1604319
edsNotification,jsm-fe-backconn-lubet-2,18442,1498,0,15,2104489,0,185255174,0,0,0,11848584,42390,9745805,132212190,1776200
edsNotification,jsm-fe-backconn-lubet-5,458,0,0,0,0,0,0,0,0,0,0,9788216,0,133988789,0
edsNotification,jsm-fe-backconn-lubet-5,456,0,0,0,0,0,0,0,0,0,0,9788216,0,133988811,0
edsNotification,jsm-fe-backconn-lubet-0,23673,1430,0,28,1785158,0,146856476,0,0,0,9215721,126529,9661745,132180042,1809351
edsNotification,jsm-fe-backconn-usnyc-4,2543,0,0,0,0,0,0,0,0,0,0,9788245,0,133989092,0
edsNotification,jsm-fe-backconn-usnyc-1,2038,0,0,0,0,0,0,0,0,0,0,9788281,0,133989447,0
edsNotification,jsm-fe-backconn-lubet-4,24443,0,0,0,0,0,0,0,0,0,0,9788191,0,133988315,0
edsNotification,jsm-fe-backconn-lubet-1,11391,1275,0,24,1788865,0,151820198,0,0,0,9231073,93180,9695088,131878389,2110910
edsNotification,jsm-fe-backconn-lubet-4,24457,0,0,0,0,0,0,0,0,0,0,9788192,0,133988350,0
edsNotification,jsm-fe-backconn-lubet-4,24449,0,0,0,0,0,0,0,0,0,0,9788192,0,133988346,0
edsNotification,jsm-fe-backconn-usnyc-1,2052,0,0,0,0,0,0,0,0,0,0,9788281,0,133989425,0
edsNotification,jsm-fe-backconn-usnyc-3,7083,588,0,4,656595,0,65322007,0,0,0,3107577,450958,9337287,133042290,946803
edsNotification,jsm-fe-backconn-lubet-3,17927,1348,0,17,1862387,0,167307325,0,0,0,9544380,141715,9646479,132411311,1577046
edsNotification,jsm-fe-backconn-lubet-5,444,0,0,0,0,0,0,0,0,0,0,9788221,0,133988824,0
edsNotification,jsm-fe-backconn-usnyc-4,2561,0,0,0,0,0,0,0,0,0,0,9788247,0,133989101,0
edsNotification,jsm-fe-backconn-lubet-1,11390,1294,0,877,2068442,0,187242179,0,0,0,9698747,5,9788268,132222553,1766788
edsNotification,jsm-fe-backconn-usnyc-4,2560,0,0,0,0,0,0,0,0,0,0,9788249,0,133989107,0
edsNotification,jsm-fe-backconn-lubet-5,431,1126,0,21,1775792,0,155014171,0,0,0,9248509,130312,9657844,132446944,1541205
edsNotification,jsm-fe-backconn-uslax-0,3659,368,0,5,418340,0,44347881,0,0,0,2084356,610525,9177727,133310541,678598
edsNotification,jsm-fe-backconn-lubet-2,18443,1145,0,27,1833245,0,167254783,0,0,0,9171051,144993,9643206,132390698,1597752
edsNotification,jsm-fe-backconn-uslax-1,3224,0,0,0,0,0,0,0,0,0,0,9788262,0,133989288,0
edsNotification,jsm-fe-backconn-usnyc-0,13607,613,0,7,661684,0,64248527,0,0,0,3283698,396569,9391716,133036075,953421
edsNotification,jsm-fe-backconn-uslax-1,3240,0,0,0,0,0,0,0,0,0,0,9788263,0,133989296,0
edsNotification,jsm-fe-backconn-uslax-1,3238,0,0,0,0,0,0,0,0,0,0,9788262,0,133989293,0
edsNotification,jsm-fe-backconn-usnyc-0,13620,620,0,9,672667,0,65046049,0,0,0,3406729,369842,9418443,133019456,970042
edsNotification,jsm-fe-backconn-lubet-2,18449,1210,0,22,1837895,0,158135334,0,0,0,9329648,107833,9680366,132374099,1614369
edsNotification,jsm-fe-backconn-usnyc-2,6750,552,0,5,672467,0,65393439,0,0,0,3297089,355547,9432589,133024470,963308
edsNotification,jsm-fe-backconn-usnyc-2,6768,0,0,0,0,0,0,0,0,0,0,9788136,0,133987814,0
edsNotification,jsm-fe-backconn-sgsin-1,25154,384,0,8,251488,0,41021031,0,0,0,1331975,141858,9646304,133708123,279944
edsNotification,jsm-fe-backconn-usnyc-0,13608,589,0,2,655033,0,66786599,0,0,0,3172973,387186,9401067,133030158,959032
edsNotification,jsm-fe-backconn-uslax-1,3237,0,0,0,0,0,0,0,0,0,0,9788230,0,133988981,0
edsNotification,jsm-fe-backconn-lubet-3,17936,1300,0,19,1855283,0,153275898,0,0,0,9565008,143822,9644341,131648780,2339315
edsNotification,jsm-fe-backconn-lubet-2,18463,0,0,0,0,0,0,0,0,0,0,9788170,0,133988194,0
edsNotification,jsm-fe-backconn-lubet-3,17941,0,0,0,0,0,0,0,0,0,0,9788166,0,133988160,0
edsNotification,jsm-fe-backconn-usnyc-5,5255,0,0,0,0,0,0,0,0,0,0,9788220,0,133988887,0
edsNotification,jsm-fe-backconn-lubet-5,424,1192,0,20,1724140,0,146588081,0,0,0,9343227,132260,9655937,132482413,1506246
edsNotification,jsm-fe-backconn-lubet-4,24436,1088,0,21,1789259,0,151489196,0,0,0,9160697,104005,9684166,132397327,1590833
edsNotification,jsm-fe-backconn-usnyc-5,5262,0,0,0,0,0,0,0,0,0,0,9788222,0,133988911,0
edsNotification,jsm-fe-backconn-uslax-2,25345,0,0,0,0,0,0,0,0,0,0,9788223,0,133988901,0
edsNotification,jsm-fe-backconn-usnyc-3,6385,0,0,0,0,0,0,0,0,0,0,9788174,0,133988271,0
edsNotification,jsm-fe-backconn-lubet-5,433,0,0,0,0,0,0,0,0,0,0,9788216,0,133988814,0
edsNotification,jsm-fe-backconn-lubet-4,24452,0,0,0,0,0,0,0,0,0,0,9788191,0,133988315,0
edsNotification,jsm-fe-backconn-usnyc-1,2040,0,0,0,0,0,0,0,0,0,0,9788282,0,133989431,0
edsNotification,jsm-fe-backconn-sgsin-1,25142,393,0,18,243517,0,38917740,0,0,0,1357711,126413,9661781,133746988,241363
edsNotification,jsm-fe-backconn-uslax-0,3673,0,0,0,0,0,0,0,0,0,0,9788238,0,133988997,0
